"[5, 1, 0, 8, 6]","[0.0, 87.29941698496503, 15.408573781949999, 7.329356153124636]"
"[5, 1, 4, 0, 5]","[0.0, 0.0, -0.08514444928471179, 26.597573275678624]"
"[5, 1, 4, 4, 2]","[0.0, 0.0, -0.12301148401677497, -13.961568738109445]"
"[5, 1, 4, 0, 2]","[0.0, 0.0, 21.959832663272774, 0.24159105770069755]"
"[5, 1, 0, 4, 2]","[0.0, 0.0, -14.867825708118538, -0.5750788456469555]"
"[5, 1, 0, 4, 4]","[0.0, 0.0, -5.667624847108341, 21.98977979294395]"
"[5, 1, 0, 0, 4]","[0.0, 0.0, 47.83353596043628, -14.835483659480358]"
"[5, 1, 0, 3, 6]","[0.0, 50.00094124690636, 4.80954105, 0.0]"
"[5, 1, 0, 3, 2]","[0.0, 0.0, 2.9999844449999973, 26.934321810124622]"
"[5, 8, 5, 5, 5]","[0.0, 0.1623651725188978, 0.0, 0.0]"
"[5, 8, 5, 5, 6]","[0.0, 0.3965917042424092, 0.0, 0.0]"
"[5, 1, 1, 7, 1]","[0.0, 0.0, 0.0, 18.820486569638746]"
"[5, 1, 1, 8, 1]","[0.0, 0.0, 0.0, 0.27382393588426424]"
"[5, 1, 1, 8, 2]","[0.0, 0.0, 0.0, 8.936122746974197]"
"[5, 8, 1, 4, 4]","[0.0, 0.0, 0.0, 25.571297405290675]"
"[5, 8, 1, 3, 3]","[0.0, 0.0, 0.0, 23.29541258289133]"
"[5, 8, 1, 3, 5]","[0.0, 0.0, 0.0, 8.02083607455171]"
"[5, 8, 1, 3, 1]","[0.0, 0.0, 0.0, 44.434607412925985]"
"[5, 8, 1, 3, 2]","[0.0, 0.0, 0.0, 34.67285441250738]"
"[5, 4, 1, 3, 2]","[0.0, 0.0, 0.0, 23.73140458955481]"
"[5, 0, 1, 5, 1]","[0.0, 21.780614828700852, 0.0, 0.0]"
"[5, 0, 1, 5, 3]","[0.0, -13.531566433048338, 0.0, 0.0]"
"[5, 0, 1, 5, 6]","[0.0, 18.88323533621801, 53.64057687417645, 0.0]"
"[5, 0, 8, 5, 2]","[0.0, 48.4038126882093, 1.837994527493973, 0.0]"
"[5, 0, 0, 5, 1]","[0.0, 0.7315677136591463, 24.372505493416213, 0.0]"
"[5, 0, 0, 5, 3]","[0.0, -9.377940529027237, 20.04385962437508, 0.0]"
"[5, 0, 0, 5, 4]","[0.0, -10.638218186213926, 4.06761978520976, 0.0]"
"[5, 4, 0, 5, 2]","[0.0, -1.8868097511134105, -8.032152012627959, 0.0]"
"[5, 4, 0, 5, 6]","[0.0, 9.346128074598335, -30.74708992349634, 0.0]"
"[5, 4, 4, 5, 3]","[0.0, 7.356134271684912, 6.524370444945261, 0.0]"
"[5, 1, 8, 5, 6]","[0.0, 85.8637821687157, 1.800756048011719, 0.0]"
"[5, 8, 1, 5, 2]","[0.0, 21.163226113966612, 0.0, 0.0]"
"[5, 0, 0, 5, 2]","[0.0, 27.023492909530752, 8.57035074392833, 0.0]"
"[5, 0, 0, 5, 6]","[0.0, -0.3518824323483563, 36.337075283641795, 0.0]"
"[5, 4, 0, 5, 4]","[0.0, 10.036215388303905, -12.720404391681615, 0.0]"
"[5, 4, 4, 5, 5]","[0.0, 3.976496228056714, 8.50494280356438, 0.0]"
"[1, 1, 8, 1, 4]","[0.0, 0.0, 0.06597844888191189, 0.0]"
"[1, 1, 4, 1, 5]","[0.0, 0.0, 7.778176789316426, 0.0]"
"[1, 1, 4, 1, 2]","[0.0, 0.0, 11.055644864154765, 0.0]"
"[1, 1, 4, 1, 6]","[0.24704367227784962, 7.209466638649182, -1.4747833643667192, 0.4020768718300809]"
"[8, 1, 4, 1, 3]","[5.267861018462385, 0.0, -10.054524848776426, 0.0]"
"[0, 1, 4, 1, 5]","[15.273043413001899, 0.0, 14.011818449256513, 0.0]"
"[5, 1, 7, 5, 4]","[0.0, 0.0, 3.4293556283357916, 0.0]"
"[5, 7, 5, 5, 5]","[0.0, -21.555675999978646, 0.0, 0.0]"
"[5, 3, 5, 5, 3]","[0.0, 10.908100011725297, 0.0, 0.0]"
"[0, 1, 8, 1, 2]","[13.345456016923574, 0.0, 0.07429589546514495, 0.0]"
"[0, 1, 8, 1, 1]","[-9.173586753725427, 0.0, 4.8775708304966585, 0.0]"
"[0, 1, 8, 1, 4]","[-0.37891137747871306, 0.0, 0.026796221018091, 0.0]"
"[4, 1, 8, 1, 4]","[1.3087351233140065, 0.0, 4.578850131816944, 0.0]"
"[1, 1, 8, 1, 2]","[0.0, 0.0, 18.00554261939486, 0.0]"
"[1, 1, 0, 1, 4]","[0.0, 0.0, 12.995832855562892, 0.0]"
"[1, 1, 7, 1, 6]","[50.2374591533312, 51.80786176367526, 8.129741731802673, 45.56853094017376]"
"[8, 1, 7, 1, 2]","[92.15086592678055, 0.0, 0.0, 0.0]"
"[0, 1, 7, 1, 4]","[57.69835934635761, 0.0, 6.0150459805209096, 0.0]"
"[0, 1, 7, 1, 3]","[73.60118117592812, 0.0, 10.48212664867265, 0.0]"
"[1, 1, 7, 1, 5]","[0.0, 0.0, -32.83408701923794, 0.0]"
"[5, 8, 0, 5, 4]","[0.0, 1.6029520449421084, 57.38791294215858, 0.0]"
"[5, 8, 3, 5, 3]","[0.0, 14.549216865942778, 73.38313012180592, 0.0]"
"[3, 1, 1, 8, 1]","[47.57389329251477, 0.0, 0.0, 7.748409779999999]"
"[3, 1, 1, 8, 3]","[11.089519384232364, 0.0, 0.0, 0.0]"
"[3, 1, 1, 8, 5]","[17.13509770634323, 0.0, 0.0, 0.49656626782679925]"
"[5, 8, 1, 0, 3]","[0.0, 13.50474605691426, 0.0, 13.912769398397725]"
"[5, 8, 1, 4, 6]","[0.0, 14.579999999999998, 98.51523274906484, 11.817878949609955]"
"[5, 8, 1, 7, 2]","[0.0, 9.5, 0.0, 21.124777881515516]"
"[5, 4, 1, 5, 4]","[0.0, 25.41257485013541, 0.0, 0.0]"
"[5, 0, 1, 5, 2]","[0.0, 59.90687750106024, 0.0, 0.0]"
"[5, 4, 1, 5, 5]","[0.0, 18.218983263678872, 0.0, 0.0]"
"[5, 4, 1, 5, 1]","[0.0, -8.481025782854172, 0.0, 0.0]"
"[5, 7, 1, 5, 1]","[0.0, 3.1771920641884665e-05, 0.0, 0.0]"
"[5, 4, 1, 5, 6]","[0.0, 23.31995100891514, 58.76821543297669, 0.0]"
"[5, 4, 8, 5, 6]","[0.0, 64.30712315444237, 16.67482021608759, 0.0]"
"[5, 0, 7, 5, 4]","[0.0, 75.74786140967456, 0.17620344324151527, 0.0]"
"[5, 0, 4, 5, 4]","[0.0, -2.882816541030172, 12.125261368126688, 0.0]"
"[5, 0, 4, 5, 1]","[0.0, -2.7503958731307994, 16.593808384639566, 0.0]"
"[5, 0, 7, 5, 2]","[0.0, 61.07382928636466, 1.4905745243827726, 0.0]"
"[5, 0, 8, 5, 3]","[0.0, 64.88167971831125, 0.6841121214350385, 0.0]"
"[5, 0, 3, 5, 3]","[0.0, 2.6974934584624792, 21.420907411058078, 0.0]"
"[5, 0, 3, 5, 4]","[0.0, -4.941550668071383, 10.901226045729059, 0.0]"
"[5, 0, 3, 5, 1]","[0.0, 3.7896252117002, 24.05167372152761, 0.0]"
"[5, 8, 5, 5, 1]","[0.0, 0.8528534462015587, 0.0, 0.0]"
"[5, 3, 5, 5, 5]","[0.0, 12.488405205381717, 0.0, 0.0]"
"[5, 1, 1, 7, 5]","[0.0, 0.0, 0.0, -56.714326354416244]"
"[5, 1, 8, 4, 3]","[0.0, 0.0, 9.615784551294038, -3.9559842739044777]"
"[5, 1, 8, 4, 4]","[0.0, 0.0, 3.0762755454519333, -10.95971494010916]"
"[5, 1, 8, 4, 1]","[0.0, 0.0, 3.7190084897325466, -12.467137238181339]"
"[5, 1, 8, 7, 2]","[0.0, 0.0, 55.27747434290206, 3.7060403777036806]"
"[5, 1, 8, 0, 6]","[0.0, 98.70671882079517, 9.565938, 20.537524634855124]"
"[5, 1, 8, 3, 4]","[0.0, 0.0, 0.0, 19.17407770900168]"
"[5, 1, 8, 3, 6]","[0.0, 110.1842755756573, 3.8357479326164206, 5.5695234551318915]"
"[5, 1, 8, 3, 3]","[0.0, 0.0, 7.006830012630064, 8.44401390860672]"
"[8, 1, 1, 8, 4]","[10.798959329366852, 0.0, 0.0, 0.0]"
"[4, 1, 1, 8, 1]","[6.195428500214638, 0.0, 0.0, 22.946642571289175]"
"[3, 1, 1, 8, 2]","[37.10268724543509, 0.0, 0.0, 1.7725876239304992]"
"[3, 1, 1, 4, 4]","[1.3217489481770075, 0.0, 0.0, 25.44730898103941]"
"[5, 8, 1, 0, 6]","[0.0, 11.8098, 93.91740962423496, 3.7994131350000004]"
"[5, 0, 1, 5, 4]","[0.0, 19.78378973375846, 0.0, 0.0]"
"[5, 0, 1, 5, 5]","[0.0, 35.78043907802085, 0.0, 0.0]"
"[5, 8, 1, 5, 6]","[0.0, 1.0466952660547202, 94.23731784046686, 0.0]"
"[5, 8, 4, 5, 1]","[0.0, 5.434286088667098, 50.34360729240786, 0.0]"
"[5, 8, 0, 5, 6]","[0.0, 14.432208337791641, -4.070653641896444, 0.0]"
"[5, 8, 4, 5, 3]","[0.0, 5.0477895583762145, 33.8387974032785, 0.0]"
"[5, 4, 0, 5, 3]","[0.0, -21.59585225121921, 18.079091830126906, 0.0]"
"[5, 0, 8, 5, 1]","[0.0, 88.2816627822296, 1.8859701944000644, 0.0]"
"[5, 0, 4, 5, 3]","[0.0, -10.182501040491976, 11.537924999734836, 0.0]"
"[5, 0, 4, 5, 6]","[0.0, 1.3351273004188215, 16.76294380131747, 0.0]"
"[5, 4, 3, 5, 3]","[0.0, 1.930134290033629, 19.10782502533258, 0.0]"
"[5, 4, 3, 5, 4]","[0.0, -1.8675593194704878, 9.494735115876276, 0.0]"
"[5, 4, 3, 5, 5]","[0.0, 2.7073399992997715, 2.8738807347662134, 0.0]"
"[5, 4, 3, 5, 6]","[0.0, -3.6540764624789897, 0.0, 0.0]"
"[5, 0, 3, 5, 6]","[0.0, -12.182067295026819, 0.0, 0.0]"
"[5, 0, 3, 5, 2]","[0.0, 13.460793789841631, 13.440878622716605, 0.0]"
"[5, 1, 8, 1, 4]","[0.0, 0.0, 5.550542455821741, 0.0]"
"[5, 1, 8, 3, 1]","[0.0, 0.0, 8.739780446295999, 29.779929930937694]"
"[5, 1, 8, 3, 2]","[0.0, 0.0, 8.261787188403586, 15.377079626315567]"
"[1, 1, 8, 1, 3]","[0.0, 0.0, 2.490276743063033, 0.0]"
"[1, 1, 0, 1, 5]","[0.0, 0.0, 8.416235062237016, 0.0]"
"[1, 1, 7, 1, 4]","[0.0, 0.0, 0.8285629007391832, 0.0]"
"[1, 1, 4, 1, 3]","[0.0, 0.0, 0.13019391591992985, 0.0]"
"[8, 1, 4, 1, 2]","[9.192485783366068, 0.0, 3.2804999999999995, 0.0]"
"[0, 1, 4, 1, 4]","[-5.503804130910397, 0.0, 5.383357410301444, 0.0]"
"[4, 1, 4, 1, 1]","[17.06594460266134, 0.0, -6.1048107949411, 0.0]"
"[4, 1, 4, 1, 2]","[-6.620361862615212, 0.0, 19.380906529056084, 0.0]"
"[4, 1, 4, 1, 4]","[30.747892557128807, 0.0, 12.135954178737313, 0.0]"
"[1, 1, 4, 1, 4]","[0.0, 0.0, 14.428106195971832, 0.0]"
"[5, 1, 7, 5, 5]","[0.0, 0.0, -6.521669180556884, 0.0]"
"[5, 8, 4, 5, 2]","[0.0, 15.639628279991232, 67.54261845111446, 0.0]"
"[5, 8, 4, 5, 5]","[0.0, 3.7045653482989476, 74.19860847902372, 0.0]"
"[5, 4, 8, 5, 3]","[0.0, 38.32577649319225, 9.831843850798215, 0.0]"
"[5, 7, 1, 5, 4]","[0.0, 0.030733257525114282, 0.0, 0.0]"
"[5, 8, 3, 5, 5]","[0.0, 4.5753584909921985, 50.0990098472762, 0.0]"
"[7, 1, 1, 1, 3]","[18.160230071220372, 0.0, 0.0, 0.0]"
"[5, 8, 1, 1, 5]","[0.0, 9.309513155425803, 0.0, 0.0]"
"[5, 4, 1, 1, 3]","[0.0, -2.9606886706538846, 0.0, 0.0]"
"[5, 0, 1, 1, 2]","[0.0, 10.249011192416589, 0.0, 0.0]"
"[5, 4, 1, 1, 5]","[0.0, 25.671554995117457, 0.0, 0.0]"
"[5, 7, 1, 1, 6]","[0.0, 34.73233605, 49.100470858355, 56.26557925924023]"
"[5, 7, 1, 8, 3]","[0.0, 4.05, 0.0, 68.23382194207855]"
"[5, 7, 1, 0, 3]","[0.0, 21.62100066316911, 0.0, 71.38516662543388]"
"[5, 7, 1, 0, 4]","[0.0, 8.113369852628013, 0.0, 58.77452550023725]"
"[5, 7, 1, 0, 5]","[0.0, -17.746086082136067, 0.0, 56.65337942514752]"
"[5, 7, 1, 0, 1]","[0.0, 41.1175692032466, 0.0, 68.86563994374018]"
"[5, 7, 1, 7, 1]","[0.0, 31.55, 0.0, 65.37608343463046]"
"[5, 7, 1, 0, 2]","[0.0, 0.0, 0.0, 66.03371491241413]"
"[5, 7, 1, 0, 6]","[0.0, 15.205150086286498, 102.61642349001073, 52.94418092312344]"
"[5, 7, 1, 4, 1]","[0.0, 40.033258981826286, 0.0, 39.707561791487656]"
"[5, 7, 1, 4, 2]","[0.0, 0.0, 0.0, 46.50446615067814]"
"[5, 7, 1, 4, 5]","[0.0, -4.306463056169999, 0.0, 78.0790497904604]"
"[5, 7, 1, 3, 4]","[0.0, 16.2, 0.0, 64.26793281743281]"
"[5, 7, 1, 3, 3]","[0.0, 15.0, 0.0, 102.65382747089846]"
"[5, 7, 1, 3, 1]","[0.0, 13.121999999999998, 0.0, 78.25950127372559]"
"[5, 7, 1, 5, 6]","[0.0, 1.118572764819121, 123.26499168739947, 0.0]"
"[5, 7, 8, 5, 1]","[0.0, 49.09929818277994, 51.077421916672876, 0.0]"
"[5, 7, 4, 5, 2]","[0.0, 17.658612398889495, 55.19762837754204, 0.0]"
"[5, 7, 4, 5, 4]","[0.0, 2.7920863877752966, 61.37220776825684, 0.0]"
"[5, 7, 0, 5, 2]","[0.0, 0.0, 60.29427685894684, 0.0]"
"[5, 7, 8, 5, 3]","[0.0, 47.09525430661448, 51.51273339972016, 0.0]"
"[5, 7, 0, 5, 5]","[0.0, 6.620536989920486, 64.38467235696712, 0.0]"
"[5, 7, 7, 5, 6]","[0.0, 55.502581406272675, 61.27179956809316, 0.0]"
"[5, 7, 8, 5, 4]","[0.0, 34.26871866137156, 57.459886597807234, 0.0]"
"[5, 7, 4, 5, 6]","[0.0, 17.215211387040295, 66.82623754743267, 0.0]"
"[5, 7, 5, 5, 6]","[0.0, 6.3158861973622935, 0.0, 0.0]"
"[5, 7, 5, 5, 1]","[0.0, 1.393418305126867, 0.0, 0.0]"
"[5, 8, 1, 4, 5]","[0.0, 9.809833380465728, 0.0, -5.8396845829838]"
"[5, 8, 1, 0, 5]","[0.0, 1.051627456601304, 0.0, 28.874347642545903]"
"[5, 8, 1, 7, 6]","[0.0, 73.84573944903988, 15.0, 3.2804999999999995]"
"[5, 8, 1, 0, 2]","[0.0, 22.8596217804576, 0.0, -31.52943591541922]"
"[5, 8, 1, 0, 1]","[0.0, 3.4834359168717968, 0.0, -0.32807503991772136]"
"[5, 8, 1, 5, 4]","[0.0, 36.752490989838485, 0.0, 0.0]"
"[5, 0, 8, 5, 4]","[0.0, 32.87757783204425, 3.787333903071896, 0.0]"
"[5, 4, 4, 5, 4]","[0.0, 26.004193067030577, -12.796623676755953, 0.0]"
"[5, 4, 0, 5, 1]","[0.0, 9.16050158274655, -11.292822957046647, 0.0]"
"[5, 0, 8, 5, 5]","[0.0, 60.91937565342754, 11.09084737877546, 0.0]"
"[5, 8, 3, 5, 1]","[0.0, 0.5772238642006629, 84.16469536981522, 0.0]"
"[5, 1, 8, 0, 5]","[0.0, 0.0, 9.88694686436621, 8.771795239193619]"
"[5, 1, 8, 4, 6]","[0.0, 96.34188416314393, 14.579999999999998, 2.95245]"
"[5, 1, 8, 7, 4]","[0.0, 0.0, 56.50277353191613, 1.7725876239304992]"
"[5, 1, 8, 3, 5]","[0.0, 0.0, 9.565938, 5.665401788944259]"
"[5, 8, 3, 5, 2]","[0.0, 1.9205718616892564, 69.15588450262779, 0.0]"
"[3, 1, 8, 1, 5]","[10.140596862214867, 0.0, 0.0, 0.0]"
"[3, 1, 8, 1, 2]","[5.560307555409761, 0.0, 33.453529174795236, 0.0]"
"[3, 1, 8, 1, 1]","[47.326097340548046, 0.0, 0.0, 0.0]"
"[5, 1, 8, 1, 3]","[0.0, 0.0, 16.207500363039287, 0.0]"
"[5, 1, 0, 1, 5]","[0.0, 0.0, 38.459915508792044, 0.0]"
"[5, 8, 3, 5, 6]","[0.0, 6.5103728853347835, 46.31352192595842, 0.0]"
"[4, 1, 8, 1, 1]","[32.88782143604273, 0.0, 2.103491494466032, 0.0]"
"[4, 1, 8, 1, 6]","[2.7872006421436026, 0.0, 2.7659216671905016, 0.0]"
"[0, 1, 8, 1, 6]","[-21.943920538250712, 0.5006312239130526, 0.0, 0.0]"
"[0, 1, 8, 8, 3]","[10.150585190124946, 0.0, 10.62882, 0.0]"
"[0, 1, 8, 8, 2]","[24.644951827373905, 0.0, 9.317462760449999, 0.0]"
"[7, 1, 8, 8, 2]","[4.05, 0.0, 42.438775549999995, 0.0]"
"[4, 1, 8, 8, 5]","[-8.365394641110006, 0.0, 0.0, 18.233521433114245]"
"[3, 1, 8, 8, 4]","[9.439480233148064, 0.0, 0.0, 0.0]"
"[3, 1, 8, 8, 1]","[28.735006740816893, 0.0, 0.0, 0.0]"
"[3, 1, 0, 8, 6]","[0.0, 99.03022627021245, 0.0, 0.0]"
